"chr"	"start"	"end"	"strand"	"transcript_id"	"gene_id"	"class_code"	"gene_name"	"ensembl"
"1"	178038973	178137437	"+"	"MSTRG.869.1"	" MSTRG.869"	" j"	" Arntl"	" ENSRNOT00000046313"
"1"	178062969	178137423	"+"	"MSTRG.869.2"	" MSTRG.869"	" j"	" Arntl"	" ENSRNOT00000046313"
"1"	178351687	178406852	"+"	"MSTRG.867.1"	" MSTRG.867"	" j"	" Far1"	" ENSRNOT00000018532"
"1"	178407146	178415162	"+"	"MSTRG.868.1"	" MSTRG.868"	" j"	" Far1"	" ENSRNOT00000018532"
"1"	178636544	178935051	"+"	"MSTRG.871.1"	" MSTRG.871"	" ="	" Spon1"	" ENSRNOT00000092099"
"1"	180643784	181037720	"+"	"MSTRG.880.1"	" MSTRG.880"	" u"	NA	NA
"1"	180667474	180844395	"+"	"MSTRG.881.1"	" MSTRG.881"	" u"	NA	NA
"1"	180786901	181287219	"+"	"MSTRG.882.1"	" MSTRG.882"	" u"	NA	NA
"1"	180787723	180893377	"+"	"MSTRG.882.3"	" MSTRG.882"	" u"	NA	NA
"1"	180787723	181287220	"+"	"MSTRG.882.2"	" MSTRG.882"	" u"	NA	NA
"1"	180790659	180949276	"+"	"MSTRG.882.4"	" MSTRG.882"	" u"	NA	NA
"1"	180843777	180949276	"+"	"MSTRG.882.5"	" MSTRG.882"	" u"	NA	NA
"1"	180843928	181287219	"+"	"MSTRG.882.6"	" MSTRG.882"	" u"	NA	NA
"1"	180859362	180914436	"+"	"MSTRG.882.7"	" MSTRG.882"	" u"	NA	NA
"1"	181186311	181287220	"+"	"MSTRG.882.8"	" MSTRG.882"	" u"	NA	NA
"1"	181189472	181287220	"+"	"MSTRG.882.9"	" MSTRG.882"	" u"	NA	NA
"1"	181252372	181287219	"+"	"MSTRG.882.10"	" MSTRG.882"	" u"	NA	NA
"1"	181259763	181287219	"+"	"MSTRG.882.11"	" MSTRG.882"	" u"	NA	NA
"1"	180806273	180810738	"+"	"MSTRG.883.1"	" MSTRG.883"	" u"	NA	NA
"1"	180850873	180852875	"+"	"MSTRG.885.1"	" MSTRG.885"	" u"	NA	NA
"1"	180858109	180962731	"+"	"MSTRG.886.1"	" MSTRG.886"	" u"	NA	NA
"1"	180896908	180962671	"+"	"MSTRG.886.2"	" MSTRG.886"	" u"	NA	NA
"1"	181294907	181295152	"+"	"MSTRG.873.1"	" MSTRG.873"	" u"	NA	NA
"1"	181971882	182010202	"+"	"MSTRG.874.1"	" MSTRG.874"	" u"	NA	NA
"1"	182122163	182122416	"+"	"MSTRG.875.1"	" MSTRG.875"	" x"	" Ythdc2"	" ENSRNOT00000060098"
"1"	183892841	184078071	"+"	"MSTRG.887.1"	" MSTRG.887"	" ="	" Pde3b"	" ENSRNOT00000015498"
"1"	185210922	185326314	"+"	"MSTRG.891.1"	" MSTRG.891"	" ="	" Pik3c2a"	" ENSRNOT00000055120"
"1"	185328873	185331357	"+"	"MSTRG.890.1"	" MSTRG.890"	" o"	" AABR07005535.2"	" ENSRNOT00000077873"
"1"	185631829	186187106	"+"	"MSTRG.893.1"	" MSTRG.893"	" j"	" Sox6"	" ENSRNOT00000079072"
"1"	186978046	187267789	"+"	"MSTRG.895.1"	" MSTRG.895"	" j"	" Xylt1"	" ENSRNOT00000082738"
"1"	188200420	188200822	"+"	"MSTRG.904.1"	" MSTRG.904"	" ="	" Rn60_1_1883.1"	" ENSRNOT00000092289"
"1"	188416940	188445149	"+"	"MSTRG.906.2"	" MSTRG.906"	" j"	" Ccp110"	" ENSRNOT00000037870"
"1"	188416940	188445149	"+"	"MSTRG.906.1"	" MSTRG.906"	" j"	" Ccp110"	" ENSRNOT00000037870"
"1"	188448478	188552272	"+"	"MSTRG.909.1"	" MSTRG.909"	" ="	" LOC361635"	" ENSRNOT00000083863"
"1"	188571953	188688700	"+"	"MSTRG.911.1"	" MSTRG.911"	" ="	" Iqck"	" ENSRNOT00000055096"
"1"	188572203	188689333	"+"	"MSTRG.911.2"	" MSTRG.911"	" j"	" Iqck"	" ENSRNOT00000055096"
"1"	190338092	190338384	"+"	"MSTRG.916.1"	" MSTRG.916"	" ="	" AABR07005613.1"	" ENSRNOT00000088275"
"1"	190555131	190590227	"+"	"MSTRG.918.1"	" MSTRG.918"	" j"	" Uqcrc2"	" ENSRNOT00000021514"
"1"	190604914	190676717	"+"	"MSTRG.919.1"	" MSTRG.919"	" j"	" BC030336"	" ENSRNOT00000089361"
"1"	190681068	190728636	"+"	"MSTRG.920.1"	" MSTRG.920"	" j"	" Vwa3a"	" ENSRNOT00000036175"
"1"	190798363	190842316	"+"	"MSTRG.921.1"	" MSTRG.921"	" j"	" Eef2k"	" ENSRNOT00000022726"
"1"	190852985	190881108	"+"	"MSTRG.923.1"	" MSTRG.923"	" ="	" Polr3e"	" ENSRNOT00000040963"
"1"	190952810	191009918	"+"	"MSTRG.924.1"	" MSTRG.924"	" j"	" Mettl9"	" ENSRNOT00000039186"
"1"	190964885	191009926	"+"	"MSTRG.924.2"	" MSTRG.924"	" ="	" Mettl9"	" ENSRNOT00000039186"
"1"	190979012	191009917	"+"	"MSTRG.924.3"	" MSTRG.924"	" j"	" Mettl9"	" ENSRNOT00000039186"
"1"	191344979	191474142	"+"	"MSTRG.925.1"	" MSTRG.925"	" ="	" Hs3st2"	" ENSRNOT00000023773"
"1"	192025357	192041423	"+"	"MSTRG.930.1"	" MSTRG.930"	" ="	" Ubfd1"	" ENSRNOT00000025072"
"1"	192088672	192105429	"+"	"MSTRG.929.1"	" MSTRG.929"	" ="	" Dctn5"	" ENSRNOT00000024367"
"1"	192233855	192234084	"+"	"MSTRG.932.1"	" MSTRG.932"	" o"	" Prkcb"	" ENSRNOT00000016418"
"1"	192379543	192568745	"+"	"MSTRG.934.1"	" MSTRG.934"	" ="	" Prkcb"	" ENSRNOT00000078705"
"1"	192379775	192575330	"+"	"MSTRG.934.2"	" MSTRG.934"	" j"	" Prkcb"	" ENSRNOT00000016418"
"1"	192613372	192709078	"+"	"MSTRG.933.1"	" MSTRG.933"	" ="	" Cacng3"	" ENSRNOT00000016632"
"1"	192933214	192965158	"+"	"MSTRG.935.1"	" MSTRG.935"	" ="	" Rbbp6"	" ENSRNOT00000035770"
"1"	192991550	193146385	"+"	"MSTRG.936.1"	" MSTRG.936"	" j"	" Tnrc6a"	" ENSRNOT00000086492"
"1"	193076459	193144362	"+"	"MSTRG.936.2"	" MSTRG.936"	" ="	" Tnrc6a"	" ENSRNOT00000017885"
"1"	193166265	193226711	"+"	"MSTRG.937.1"	" MSTRG.937"	" j"	" Slc5a11"	" ENSRNOT00000090172"
"1"	193335623	193391654	"+"	"MSTRG.938.1"	" MSTRG.938"	" j"	" Lcmt1"	" ENSRNOT00000019640"
"1"	194722667	194730601	"+"	"MSTRG.940.1"	" MSTRG.940"	" o"	" AABR07005692.1"	" ENSRNOT00000090351"
"1"	194725199	194730601	"+"	"MSTRG.940.2"	" MSTRG.940"	" o"	" AABR07005692.1"	" ENSRNOT00000090351"
"1"	194732869	194733438	"+"	"MSTRG.941.1"	" MSTRG.941"	" u"	NA	NA
"1"	196839321	196854180	"+"	"MSTRG.950.1"	" MSTRG.950"	" ="	" Kdm8"	" ENSRNOT00000020388"
"1"	196942389	196967207	"+"	"MSTRG.951.1"	" MSTRG.951"	" j"	" Il4r"	" ENSRNOT00000088073"
"1"	197098603	197264748	"+"	"MSTRG.954.1"	" MSTRG.954"	" ="	" LOC361646"	" ENSRNOT00000022365"
"1"	197590771	197591101	"+"	"MSTRG.955.1"	" MSTRG.955"	" u"	NA	NA
"1"	197636206	197681110	"+"	"MSTRG.957.1"	" MSTRG.957"	" j"	" Sbk1"	" ENSRNOT00000082228"
"1"	197659187	197681006	"+"	"MSTRG.957.2"	" MSTRG.957"	" ="	" Sbk1"	" ENSRNOT00000082228"
"1"	197813963	197814283	"+"	"MSTRG.959.1"	" MSTRG.959"	" ="	" LOC100361060"	" ENSRNOT00000045531"
"1"	197839568	197855998	"+"	"MSTRG.961.1"	" MSTRG.961"	" j"	" Rabep2"	" ENSRNOT00000025043"
"1"	197903582	197907189	"+"	"MSTRG.963.1"	" MSTRG.963"	" ="	" Tufm"	" ENSRNOT00000025203"
"1"	198067073	198097512	"+"	"MSTRG.969.1"	" MSTRG.969"	" j"	" Sgf29"	" ENSRNOT00000084824"
"1"	198120099	198121158	"+"	"MSTRG.971.1"	" MSTRG.971"	" ="	" RGD1565363"	" ENSRNOT00000073652"
"1"	198192773	198198975	"+"	"MSTRG.972.1"	" MSTRG.972"	" ="	" Mapk3"	" ENSRNOT00000087625"
"1"	198210525	198213816	"+"	"MSTRG.973.1"	" MSTRG.973"	" ="	" Ypel3"	" ENSRNOT00000026755"
"1"	198259496	198265839	"+"	"MSTRG.976.1"	" MSTRG.976"	" ="	" Fam57b"	" ENSRNOT00000026955"
"1"	198283644	198288700	"+"	"MSTRG.982.1"	" MSTRG.982"	" j"	" Doc2a"	" ENSRNOT00000027022"
"1"	198284036	198288613	"+"	"MSTRG.982.2"	" MSTRG.982"	" j"	" Doc2a"	" ENSRNOT00000027022"
"1"	198298597	198301164	"+"	"MSTRG.984.2"	" MSTRG.984"	" j"	" Hirip3"	" ENSRNOT00000039964"
"1"	198298597	198301165	"+"	"MSTRG.984.1"	" MSTRG.984"	" j"	" Hirip3"	" ENSRNOT00000039964"
"1"	198360627	198378934	"+"	"MSTRG.979.1"	" MSTRG.979"	" ="	" Kctd13"	" ENSRNOT00000027129"
"1"	198383201	198403544	"+"	"MSTRG.981.1"	" MSTRG.981"	" ="	" Sez6l2"	" ENSRNOT00000037405"
"1"	198383599	198403526	"+"	"MSTRG.981.2"	" MSTRG.981"	" j"	" Sez6l2"	" ENSRNOT00000037405"
"1"	198409360	198413497	"+"	"MSTRG.977.1"	" MSTRG.977"	" ="	" Cdipt"	" ENSRNOT00000013691"
"1"	198680871	198686418	"+"	"MSTRG.990.1"	" MSTRG.990"	" o"	" Znf48"	" ENSRNOT00000023995"
"1"	198800583	198802665	"+"	"MSTRG.993.1"	" MSTRG.993"	" o"	" AABR07005779.3"	" ENSRNOT00000089740"
"1"	198800598	198803585	"+"	"MSTRG.993.2"	" MSTRG.993"	" o"	" AABR07005779.3"	" ENSRNOT00000089740"
"1"	198800800	198803638	"+"	"MSTRG.993.3"	" MSTRG.993"	" o"	" AABR07005779.3"	" ENSRNOT00000089740"
"1"	198911244	198915480	"+"	"MSTRG.995.1"	" MSTRG.995"	" j"	" Prr14"	" ENSRNOT00000055002"
"1"	198925686	198926589	"+"	"MSTRG.996.1"	" MSTRG.996"	" i"	" Zfp629"	" ENSRNOT00000085954"
"1"	198926948	198940408	"+"	"MSTRG.997.1"	" MSTRG.997"	" j"	" Fbrs"	" ENSRNOT00000055003"
"1"	198958454	199007518	"+"	"MSTRG.998.1"	" MSTRG.998"	" j"	" Srcap"	" ENSRNOT00000072389"
"1"	198958471	199011524	"+"	"MSTRG.998.2"	" MSTRG.998"	" j"	" Srcap"	" ENSRNOT00000072389"
"1"	199019289	199032052	"+"	"MSTRG.999.1"	" MSTRG.999"	" ="	" Phkg2"	" ENSRNOT00000087142"
"1"	199019307	199032055	"+"	"MSTRG.999.2"	" MSTRG.999"	" j"	" Phkg2"	" ENSRNOT00000087142"
"1"	199037537	199052839	"+"	"MSTRG.1000.1"	" MSTRG.1000"	" ="	" Rnf40"	" ENSRNOT00000025499"
"1"	199130923	199131205	"+"	"MSTRG.1007.1"	" MSTRG.1007"	" u"	NA	NA
"1"	199196059	199215994	"+"	"MSTRG.1010.1"	" MSTRG.1010"	" ="	" Fbxl19"	" ENSRNOT00000090428"
"1"	199196085	199216909	"+"	"MSTRG.1010.2"	" MSTRG.1010"	" j"	" Fbxl19"	" ENSRNOT00000090428"
"1"	199217016	199222851	"+"	"MSTRG.1011.1"	" MSTRG.1011"	" ="	" Orai3"	" ENSRNOT00000025732"
"1"	199223909	199248003	"+"	"MSTRG.1012.1"	" MSTRG.1012"	" j"	" Setd1a"	" ENSRNOT00000088606"
"1"	199287710	199294979	"+"	"MSTRG.1002.1"	" MSTRG.1002"	" ="	" Stx4"	" ENSRNOT00000026224"
"1"	199323628	199330997	"+"	"MSTRG.1003.1"	" MSTRG.1003"	" ="	" Zfp646"	" ENSRNOT00000036187"
"1"	199351628	199356296	"+"	"MSTRG.1005.1"	" MSTRG.1005"	" ="	" Bckdk"	" ENSRNOT00000078578"
"1"	199360645	199372923	"+"	"MSTRG.1006.1"	" MSTRG.1006"	" ="	" Kat8"	" ENSRNOT00000026527"
"1"	199412834	199428687	"+"	"MSTRG.1013.1"	" MSTRG.1013"	" ="	" Fus"	" ENSRNOT00000031891"
"1"	199430012	199430875	"+"	"MSTRG.1014.1"	" MSTRG.1014"	" u"	NA	NA
"1"	199464425	199464751	"+"	"MSTRG.1016.1"	" MSTRG.1016"	" u"	NA	NA
"1"	199495427	199545292	"+"	"MSTRG.1017.1"	" MSTRG.1017"	" ="	" Itgad"	" ENSRNOT00000026748"
"1"	199655660	199662427	"+"	"MSTRG.1018.1"	" MSTRG.1018"	" ="	" Armc5"	" ENSRNOT00000027032"
"1"	199720038	199721010	"+"	"MSTRG.1019.1"	" MSTRG.1019"	" ="	" Ahsp"	" ENSRNOT00000027297"
"1"	199941161	199965191	"+"	"MSTRG.1023.1"	" MSTRG.1023"	" ="	" Bag3"	" ENSRNOT00000027616"
"1"	200037749	200116524	"+"	"MSTRG.1026.1"	" MSTRG.1026"	" ="	" Inpp5f"	" ENSRNOT00000027630"
"1"	200167169	200210377	"+"	"MSTRG.1028.1"	" MSTRG.1028"	" ="	" Sec23ip"	" ENSRNOT00000027665"
"1"	201256862	201329611	"+"	"MSTRG.1033.2"	" MSTRG.1033"	" j"	" Tacc2"	" ENSRNOT00000077908"
"1"	201256862	201329635	"+"	"MSTRG.1033.1"	" MSTRG.1033"	" j"	" Tacc2"	" ENSRNOT00000077908"
"1"	201256879	201329617	"+"	"MSTRG.1033.3"	" MSTRG.1033"	" j"	" Tacc2"	" ENSRNOT00000077908"
"1"	201429809	201480879	"+"	"MSTRG.1034.2"	" MSTRG.1034"	" j"	" Plekha1"	" ENSRNOT00000027836"
"1"	201429809	201480882	"+"	"MSTRG.1034.1"	" MSTRG.1034"	" j"	" Plekha1"	" ENSRNOT00000027836"
"1"	201438447	201478813	"+"	"MSTRG.1034.3"	" MSTRG.1034"	" ="	" Plekha1"	" ENSRNOT00000078244"
"1"	201499028	201548513	"+"	"MSTRG.1035.1"	" MSTRG.1035"	" ="	" Htra1"	" ENSRNOT00000027860"
"1"	201981360	202022774	"+"	"MSTRG.1038.1"	" MSTRG.1038"	" j"	" Acadsb"	" ENSRNOT00000027999"
"1"	202432366	202560628	"+"	"MSTRG.1039.1"	" MSTRG.1039"	" ="	" Plpp4"	" ENSRNOT00000027681"
"1"	202770775	202816334	"+"	"MSTRG.1040.1"	" MSTRG.1040"	" ="	" Wdr11"	" ENSRNOT00000027704"
"1"	203526850	203537563	"+"	"MSTRG.1041.1"	" MSTRG.1041"	" ="	" Bub3"	" ENSRNOT00000087065"
"1"	203971152	203988709	"+"	"MSTRG.1042.1"	" MSTRG.1042"	" ="	" Gpr26"	" ENSRNOT00000075540"
"1"	204617852	204708987	"+"	"MSTRG.1049.1"	" MSTRG.1049"	" ="	" Lhpp"	" ENSRNOT00000022971"
"1"	204861566	204887377	"+"	"MSTRG.1047.1"	" MSTRG.1047"	" ="	" Fam175b"	" ENSRNOT00000023214"
"1"	204959174	204998019	"+"	"MSTRG.1053.1"	" MSTRG.1053"	" ="	" Zranb1"	" ENSRNOT00000023257"
"1"	205777130	205790175	"+"	"MSTRG.1056.1"	" MSTRG.1056"	" ="	" Bccip"	" ENSRNOT00000024355"
"1"	206899818	207414852	"+"	"MSTRG.1060.1"	" MSTRG.1060"	" j"	" Dock1"	" ENSRNOT00000054897"
"1"	206900626	207368558	"+"	"MSTRG.1060.2"	" MSTRG.1060"	" j"	" Dock1"	" ENSRNOT00000054897"
"1"	207887209	207987136	"+"	"MSTRG.1058.1"	" MSTRG.1058"	" ="	" Ptpre"	" ENSRNOT00000021359"
"1"	209237233	209464190	"+"	"MSTRG.1059.1"	" MSTRG.1059"	" ="	" Mgmt"	" ENSRNOT00000021537"
"1"	209768696	209799903	"+"	"MSTRG.1061.1"	" MSTRG.1061"	" ="	" Glrx3"	" ENSRNOT00000022406"
"1"	211206098	211242440	"+"	"MSTRG.1064.1"	" MSTRG.1064"	" j"	" Ppp2r2d"	" ENSRNOT00000023139"
"1"	211423022	211438531	"+"	"MSTRG.1067.1"	" MSTRG.1067"	" ="	" Dpysl4"	" ENSRNOT00000029587"
"1"	211582125	211602899	"+"	"MSTRG.1066.1"	" MSTRG.1066"	" j"	" Pwwp2b"	" ENSRNOT00000023619"
"1"	211732713	211921099	"+"	"MSTRG.1069.1"	" MSTRG.1069"	" ="	" Inpp5a"	" ENSRNOT00000054890"
"1"	211764945	211920859	"+"	"MSTRG.1069.2"	" MSTRG.1069"	" j"	" Inpp5a"	" ENSRNOT00000054890"
"1"	212169758	212210977	"+"	"MSTRG.1070.1"	" MSTRG.1070"	" j"	" Adgra1"	" ENSRNOT00000085921"
"1"	212211061	212213582	"+"	"MSTRG.1071.1"	" MSTRG.1071"	" o"	" Adgra1"	" ENSRNOT00000085921"
"1"	212230065	212264103	"+"	"MSTRG.1072.1"	" MSTRG.1072"	" c"	" Kndc1"	" ENSRNOT00000034426"
"1"	212265630	212274288	"+"	"MSTRG.1073.1"	" MSTRG.1073"	" j"	" Kndc1"	" ENSRNOT00000034426"
"1"	212275837	212279256	"+"	"MSTRG.1074.1"	" MSTRG.1074"	" j"	" Kndc1"	" ENSRNOT00000034426"
"1"	212359177	212363668	"+"	"MSTRG.1078.1"	" MSTRG.1078"	" ="	" Zfp511"	" ENSRNOT00000046314"
"1"	212594865	212605121	"+"	"MSTRG.1080.1"	" MSTRG.1080"	" j"	" Paox"	" ENSRNOT00000064501"
"1"	212594865	212606337	"+"	"MSTRG.1080.2"	" MSTRG.1080"	" j"	" Paox"	" ENSRNOT00000064501"
"1"	212606777	212619493	"+"	"MSTRG.1081.1"	" MSTRG.1081"	" ="	" Mtg1"	" ENSRNOT00000025574"
"1"	213545839	213546131	"+"	"MSTRG.1083.1"	" MSTRG.1083"	" u"	NA	NA
"1"	213595240	213596459	"+"	"MSTRG.1085.1"	" MSTRG.1085"	" ="	" Scgb1c1"	" ENSRNOT00000017137"
"1"	213606599	213612904	"+"	"MSTRG.1086.1"	" MSTRG.1086"	" ="	" Ric8a"	" ENSRNOT00000018470"
"1"	213636093	213648488	"+"	"MSTRG.1088.1"	" MSTRG.1088"	" ="	" Psmd13"	" ENSRNOT00000019642"
"1"	213765819	213767817	"+"	"MSTRG.1091.1"	" MSTRG.1091"	" j"	" Ifitm1"	" ENSRNOT00000005645"
"1"	213812407	213812706	"+"	"MSTRG.1092.1"	" MSTRG.1092"	" u"	NA	NA
"1"	213870502	213881917	"+"	"MSTRG.1094.1"	" MSTRG.1094"	" ="	" B4galnt4"	" ENSRNOT00000086483"
"1"	213991317	213993642	"+"	"MSTRG.1110.1"	" MSTRG.1110"	" j"	" LOC100911575"	" ENSRNOT00000038691"
"1"	213991317	214430546	"+"	"MSTRG.1110.2"	" MSTRG.1110"	" j"	" LOC100911575"	" ENSRNOT00000038691"
"1"	214428223	214430547	"+"	"MSTRG.1110.3"	" MSTRG.1110"	" j"	" Rplp2"	" ENSRNOT00000057030"
"1"	213997709	214002815	"+"	"MSTRG.1111.1"	" MSTRG.1111"	" ="	" Pnpla2"	" ENSRNOT00000025826"
"1"	214009784	214013761	"+"	"MSTRG.1112.1"	" MSTRG.1112"	" ="	" Cd151"	" ENSRNOT00000026079"
"1"	214123044	214149729	"+"	"MSTRG.1115.1"	" MSTRG.1115"	" ="	" Ptdss2"	" ENSRNOT00000021925"
"1"	214215992	214248891	"+"	"MSTRG.1118.1"	" MSTRG.1118"	" ="	" Phrf1"	" ENSRNOT00000051755"
"1"	214317492	214326303	"+"	"MSTRG.1121.1"	" MSTRG.1121"	" ="	" Tmem80"	" ENSRNOT00000078754"
"1"	214375515	214385885	"+"	"MSTRG.1122.1"	" MSTRG.1122"	" ="	" Taldo1"	" ENSRNOT00000024863"
"1"	214434626	214439720	"+"	"MSTRG.1096.1"	" MSTRG.1096"	" ="	" LOC100911615"	" ENSRNOT00000025319"
"1"	214446659	214450666	"+"	"MSTRG.1097.1"	" MSTRG.1097"	" ="	" LOC100911730"	" ENSRNOT00000072434"
"1"	214534263	214607482	"+"	"MSTRG.1100.1"	" MSTRG.1100"	" j"	" Ap2a2"	" ENSRNOT00000064254"
"1"	214534284	214606169	"+"	"MSTRG.1100.2"	" MSTRG.1100"	" ="	" Ap2a2"	" ENSRNOT00000064254"
"1"	214534320	214607482	"+"	"MSTRG.1100.3"	" MSTRG.1100"	" j"	" Ap2a2"	" ENSRNOT00000064254"
"1"	214897752	214939806	"+"	"MSTRG.1102.1"	" MSTRG.1102"	" j"	" Brsk2"	" ENSRNOT00000027134"
"1"	214927179	214939806	"+"	"MSTRG.1102.2"	" MSTRG.1102"	" j"	" Brsk2"	" ENSRNOT00000027134"
"1"	214941108	214942524	"+"	"MSTRG.1103.1"	" MSTRG.1103"	" e"	" Brsk2"	" ENSRNOT00000027134"
"1"	214944205	214949641	"+"	"MSTRG.1106.3"	" MSTRG.1106"	" j"	" Brsk2"	" ENSRNOT00000027134"
"1"	214944205	214949643	"+"	"MSTRG.1106.2"	" MSTRG.1106"	" j"	" Brsk2"	" ENSRNOT00000027134"
"1"	214944205	214949643	"+"	"MSTRG.1106.1"	" MSTRG.1106"	" o"	" Brsk2"	" ENSRNOT00000027134"
"1"	214944210	214949643	"+"	"MSTRG.1106.4"	" MSTRG.1106"	" o"	" Brsk2"	" ENSRNOT00000027134"
"1"	214944420	214949642	"+"	"MSTRG.1106.5"	" MSTRG.1106"	" j"	" Brsk2"	" ENSRNOT00000027134"
"1"	215214862	215246643	"+"	"MSTRG.1125.1"	" MSTRG.1125"	" j"	" LOC103690160"	" ENSRNOT00000071235"
"1"	215214863	215246645	"+"	"MSTRG.1125.2"	" MSTRG.1125"	" j"	" LOC103690160"	" ENSRNOT00000071235"
"1"	215628784	215662503	"+"	"MSTRG.1128.1"	" MSTRG.1128"	" j"	" Lsp1"	" ENSRNOT00000054864"
"1"	215701544	215709313	"+"	"MSTRG.1131.1"	" MSTRG.1131"	" ="	" Mrpl23"	" ENSRNOT00000027585"
"1"	216237697	216253311	"+"	"MSTRG.1134.1"	" MSTRG.1134"	" ="	" Cd81"	" ENSRNOT00000027760"
"1"	217019037	217036066	"+"	"MSTRG.1141.1"	" MSTRG.1141"	" j"	" Dhcr7"	" ENSRNOT00000028195"
"1"	218076003	218083249	"+"	"MSTRG.1144.1"	" MSTRG.1144"	" j"	" Oraov1"	" ENSRNOT00000028374"
"1"	218532045	218540523	"+"	"MSTRG.1147.1"	" MSTRG.1147"	" ="	" Mrpl21"	" ENSRNOT00000018848"
"1"	218568187	218629678	"+"	"MSTRG.1149.1"	" MSTRG.1149"	" j"	" Cpt1a"	" ENSRNOT00000019652"
"1"	218945508	218954280	"+"	"MSTRG.1152.1"	" MSTRG.1152"	" ="	" RGD1311946"	" ENSRNOT00000034240"
"1"	219001337	219050220	"+"	"MSTRG.1153.1"	" MSTRG.1153"	" j"	" Kmt5b"	" ENSRNOT00000022486"
"1"	219078029	219125256	"+"	"MSTRG.1154.1"	" MSTRG.1154"	" ="	" Chka"	" ENSRNOT00000023020"
"1"	219173007	219183955	"+"	"MSTRG.1156.1"	" MSTRG.1156"	" j"	" Unc93b1"	" ENSRNOT00000083942"
"1"	219247672	219253807	"+"	"MSTRG.1160.1"	" MSTRG.1160"	" j"	" Doc2g"	" ENSRNOT00000024353"
"1"	219294730	219294948	"+"	"MSTRG.1163.1"	" MSTRG.1163"	" u"	NA	NA
"1"	219345918	219347728	"+"	"MSTRG.1159.1"	" MSTRG.1159"	" ="	" Cdk2ap2"	" ENSRNOT00000025018"
"1"	219348721	219362121	"+"	"MSTRG.1165.1"	" MSTRG.1165"	" ="	" Pitpnm1"	" ENSRNOT00000025084"
"1"	219374060	219379557	"+"	"MSTRG.1167.2"	" MSTRG.1167"	" ="	" Tmem134"	" ENSRNOT00000030324"
"1"	219374060	219379557	"+"	"MSTRG.1167.1"	" MSTRG.1167"	" ="	" Tmem134"	" ENSRNOT00000030340"
"1"	219374165	219379575	"+"	"MSTRG.1167.3"	" MSTRG.1167"	" j"	" Tmem134"	" ENSRNOT00000030340"
"1"	219374183	219379599	"+"	"MSTRG.1167.4"	" MSTRG.1167"	" j"	" Tmem134"	" ENSRNOT00000030340"
"1"	219397850	219403260	"+"	"MSTRG.1164.1"	" MSTRG.1164"	" ="	" Coro1b"	" ENSRNOT00000029829"
"1"	219397875	219403255	"+"	"MSTRG.1164.3"	" MSTRG.1164"	" j"	" Coro1b"	" ENSRNOT00000029829"
"1"	219397875	219403255	"+"	"MSTRG.1164.2"	" MSTRG.1164"	" j"	" Coro1b"	" ENSRNOT00000029829"
"1"	219397891	219403255	"+"	"MSTRG.1164.4"	" MSTRG.1164"	" j"	" Coro1b"	" ENSRNOT00000029829"
"1"	219439953	219443570	"+"	"MSTRG.1168.1"	" MSTRG.1168"	" ="	" Ppp1ca"	" ENSRNOT00000025282"
"1"	219481575	219483241	"+"	"MSTRG.1169.1"	" MSTRG.1169"	" ="	" Pold4"	" ENSRNOT00000025507"
"1"	219759169	219859871	"+"	"MSTRG.1174.1"	" MSTRG.1174"	" j"	" Pc"	" ENSRNOT00000087432"
"1"	219759183	219859848	"+"	"MSTRG.1174.2"	" MSTRG.1174"	" ="	" Pc"	" ENSRNOT00000026316"
"1"	219964429	220005068	"+"	"MSTRG.1177.1"	" MSTRG.1177"	" ="	" Sptbn2"	" ENSRNOT00000088288"
"1"	220009397	220019486	"+"	"MSTRG.1178.1"	" MSTRG.1178"	" ="	" Rbm4b"	" ENSRNOT00000084410"
"1"	220114111	220120036	"+"	"MSTRG.1180.1"	" MSTRG.1180"	" ="	" Ctsf"	" ENSRNOT00000026718"
"1"	220137257	220144319	"+"	"MSTRG.1181.1"	" MSTRG.1181"	" ="	" Zdhhc24"	" ENSRNOT00000026832"
"1"	220243473	220246346	"+"	"MSTRG.1183.1"	" MSTRG.1183"	" ="	" mrpl11"	" ENSRNOT00000084650"
"1"	220322835	220334660	"+"	"MSTRG.1186.1"	" MSTRG.1186"	" j"	" Brms1"	" ENSRNOT00000027258"
"1"	220335131	220343603	"+"	"MSTRG.1187.1"	" MSTRG.1187"	" j"	" LOC100911794"	" ENSRNOT00000072261"
"1"	220415999	220427824	"+"	"MSTRG.1189.1"	" MSTRG.1189"	" j"	" Brms1"	" ENSRNOT00000072647"
"1"	220428248	220434762	"+"	"MSTRG.1190.1"	" MSTRG.1190"	" j"	" LOC100911794"	" ENSRNOT00000027335"
"1"	220470089	220474496	"+"	"MSTRG.1191.1"	" MSTRG.1191"	" ="	" Yif1a"	" ENSRNOT00000027406"
"1"	220668544	220678299	"+"	"MSTRG.1197.1"	" MSTRG.1197"	" ="	" Gal3st3"	" ENSRNOT00000039842"
"1"	220746387	220751684	"+"	"MSTRG.1200.1"	" MSTRG.1200"	" ="	" Eif1ad"	" ENSRNOT00000027753"
"1"	220771230	220808805	"+"	"MSTRG.1204.1"	" MSTRG.1204"	" j"	" Bles03"	" ENSRNOT00000027869"
"1"	220806473	220808804	"+"	"MSTRG.1204.2"	" MSTRG.1204"	" ="	" Bles03"	" ENSRNOT00000027869"
